volumeNumber,aidType,geopoliticalHeading,regionHeading,subregionHeading,localHeading,precedingNote,featureNumber,name,position,charNo,characteristic,heightFeetMeters,range,structure,remarks,postNote,noticeNumber,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,TEIGNMOUTH:,,,,"402
A0263.50",,"50°32'24""N 
3°30'00""W",2,"F.G.
",,,,"Mounted 2 meters below Oc.G. 6s light.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,EXMOUTH:,,,,"408
A0274", -Custom House.,"50°36'58.53""N 
3°25'20.61""W",1,"Dir.W.R.G.
period 2s 
","21
6",6,"White metal column; 7.
","Iso.G. 299°-304°, Iso.W.-306°, Iso.R.-311°.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"418
A0278",Sidmouth.,"50°40'29.06""N 
3°14'25.31""W",1,"Fl.R. 
period 5s 
","16
5",2,,"Visible 230°-100°.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"420
A0280","Beer, near church.","50°41'50.1""N 
3°05'25.3""W",1,"F.W.
","86
26",,"Metal column; 16.
","Difficult to distinguish.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"424
A0284","Lyme Regis Range, front.","50°43'11.1""N 
2°56'10.5""W",1,"Oc.W.R.
period 8s 
fl. 6.0s, ec. 2.0s 
","20
6","W. 9 
R. 7","Blue metal column; 16.
","R. 284°-104°, W.-284°.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"428
A0284.10"," -Rear, 280 meters 284^ from front.","50°43'12.72""N 
2°56'20.05""W",1,"F.G.
","26
8",9,"Building.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"432
A0288","Bridport, E. pier, head.","50°42'33.41""N 
2°45'49.6""W",1,"Fl.G.
period 8s 
","16
5",4,,,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"448
A0294", -Bill of Portland.,"50°30'51""N 
2°27'22.6""W",1,"Fl.(4)W.
period 20s 
fl. 0.1s, ec. 1.4s 
","141
43",25,"White round tower, red band; 135.
","Visible 221°-141°.  Gradually changes from 1 flash to 4 flashes 221°-244°, 4 flashes-117°, gradually changes from 4 flashes to 1 flash-141°.
Diaphone: 1 bl. ev. 30s (bl. 3.5s, si. 26.5s)
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"448
A0294",,"50°30'51""N 
2°27'22.6""W",2,"F.R.
","63
19",,,"Visible 265°-291° over The Shambles.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"449
A0293", --Calibration range.,"50°30'55.61""N 
2°27'31.1""W",1,"Oc.(2)Y.
period 10s 
fl. 1.0s, ec. 1.0s 
fl. 7.0s, ec. 1.0s 
","66
20",10,,"Visible 305°-125°.  Shown when range is in use.
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Outer Breakwater:,,,"452
A0302"," --S. Ship Channel, breakwater, SW. head.","50°34'07.91""N 
2°25'20.8""W",1,"Mo.(U)W.
period 15s 
","39
12",5,,"F.R. on towers 2.8 miles NW. and 0.68 mile WSW.
",,201604,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Outer Breakwater:,,,"456
A0310"," --E. Ship Channel, NW. part of fort.","50°35'06.42""N 
2°24'52.18""W",1,"Q.R.
","46
14",5,"Metal framework tower; 7.
","Visible 013°-268°.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):,,,"464
A0314"," --A, S. head.","50°35'09.43""N 
2°25'04.35""W",1,"Fl.W.
period 2.5s 
","71
22",10,"White metal tower; 72.
",,,201604,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):,,,"468
A0320", --NW. end (B head) N. Channel.,"50°35'39.24""N 
2°25'52.86""W",1,"Oc.R.
period 15s 
","36
11",5,"Gray metal column; 7.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):,,,"472
A0322"," --N. arm, C, SE. head.","50°35'46.59""N 
2°25'57.34""W",1,"Oc.G.
period 10s 
","35
11",5,"Gray metal column; 7.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):, --Portland (Q. Pier):,,"480
A0334", ---Elbow.,"50°34'20.71""N 
2°26'25.2""W",1,"Iso.R.
period 2s 
","19
6",2,"Metal framework tower; 10.
",,,201604,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):, --Portland (Q. Pier):,,"484
A0332"," ---S. corner, head.","50°34'22.91""N 
2°26'13.8""W",1,"Fl.G.
period 5s 
fl. 1.0s, ec. 4.0s 
","16
5",5,"Metal framework tower; 10.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:, -Portland (NE. Breakwater):, --Portland (Q. Pier):,,"488
A0330"," ---N. corner, head.","50°34'23.1""N 
2°26'13.9""W",1,"Fl.R.
period 5s 
fl. 1.0s, ec. 4.0s 
","18
5",5,"Metal framework tower; 10.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"492
A0327"," -Coaling pier, catwalk, head.","50°34'17.88""N 
2°25'52.88""W",1,"V.Q.(3)W. 
period 5s 
",,2,"Dolphin. 
","F.R. lights mark catwalk.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"496
A0327.50"," -Deep water berth, E. head.","50°34'17.78""N 
2°25'55.76""W",1,"2 F.R. (vert.)
","16
5",2,"Metal column.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"500
A0327.60", --W. head.,"50°34'16.23""N 
2°26'02.84""W",1,"2 F.R. (vert.)
","16
5",2,"Metal column.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"508
A0326.20", -N. arm.,"50°34'07.72""N 
2°25'59.08""W",1,"2 F.R. (vert.)
","14
4",2,"Metal column; 7. 
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"512
A0326.50"," -Loading jetty, N. head.","50°34'09.25""N 
2°26'02.48""W",1,"Q.W.
","13
4",2,"Metal column.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"517
A0324"," -East Ship Channel Range, front.","50°34'05.92""N 
2°25'52.94""W",1,"F.R.
","20
6",3,"Stone wall.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"517.1
A0324.1"," --Rear, 120 meters 210^ from front.","50°34'02.57""N 
2°25'55.98""W",1,"F.R.
","56
17",3,"White building.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"520
A0339", -New Channel.,"50°34'53.87""N 
2°27'41.56""W",1,"L.Fl.W.
period 10s 
fl. 2.0s, ec. 8.0s 
","10
3",5,"Metal pile, white square daymark.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"528
A0354"," -N. pier, head.","50°36'35.3""N 
2°26'38""W",1,"2 F.G. (vert.)
","29
9",6,"Green column.
","2 meters apart.
Storm signals. 
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"532
A0348"," -Ballast Quay Range, front.","50°36'27.41""N 
2°26'51.9""W",1,"F.R.
","16
5",7,"White post, red diamond daymark; 10.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,PORTLAND:,,,,"536
A0348.10"," --Rear, 17 meters 239^38' from front.","50°36'27.11""N 
2°26'52.7""W",1,"F.R.
","22
7",7,"White mast, red diamond daymark; 16.
","Bridge traffic signals shown 530 meters W.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,WEYMOUTH HARBOUR:,,,,"540
A0346"," -S. stone pier, head.","50°36'34.7""N 
2°26'29.3""W",1,"Q.W.
","33
10",9,"White mast, gray metal platform; 26.
","Traffic signals shown 190 meters SW.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"544
A0496",Anvil Point.,"50°35'35.21""N 
1°57'30.4""W",1,"Fl.W.
period 10s 
fl. 1.0s, ec. 9.0s 
","148
45",9,"White round tower, dwelling; 39.
","Visible 237°-076°.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"548
A0498","Swanage, pier, head.","50°36'33.13""N 
1°56'57.95""W",1,"2 F.R. (vert.)
","20
6",3,"Mast; 10.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,POOLE:,,,,"560
A0500", -Training Bank.,"50°39'49.2""N 
1°55'51""W",1,"2 F.R. (vert.)
",,,"PORT (A) R, beacon, topmark.
",,,201315,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,POOLE:,,,,"572
A0506", -N. Haven Point.,"50°41'06""N 
1°57'06""W",1,"Q.(9)W.
period 15s 
","15
5",,"W. CARDINAL YBY, tower, topmark.
","2 F.G. (vert.) light shown on either side of ramp at Sandbanks ferry landing.  2 F.R. (vert.) light shown on either side of ramp at South Haven Point ferry landing.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,POOLE:,,,,"573
A0520.60"," -Furzey Island, Slipway Range, front.","50°40'54""N 
1°58'54""W",1,"Fl.Y.
period 2s 
",,,,"Fl.G. 5s on 3 mooring dolphins 60 meters SE.
",,201415,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,POOLE:,,,,"574
A0520.61"," --Rear, 35 meters 305^ from front.","50°40'54""N 
1°58'54""W",1,"Fl.Y.
period 2s 
",,,,,,201415,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"576
A0521","Bournemouth, pier, head.","50°42'49.1""N 
1°52'28.2""W",1,"2 F.R. (vert.)
","28
9",1,"White column; 13.
","2 meters apart.
Bell: 
To assist berthing of vessels.
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,,,,,"580
A0522","Boscombe, pier, head.","50°43'04.6""N 
1°50'34.2""W",1,"2 F.R. (vert.)
","24
7",1,"Red column; 10.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"584
A0528", -Needles.,"50°39'44.29""N 
1°35'30.3""W",1,"Oc.(2)W.R.G.
period 20s 
fl. 2.0s, ec. 2.0s 
fl. 14.0s, ec. 2.0s 
","80
24","W. 17 
R. 14","Round granite tower, red band, red lantern; 102.
Helicopter platform. 
","R. 261°-300°, W.-083°, R.(unintens.)-212°, W.-217°, G.-224°.  Shown 24 hours.
Horn: 2 bl. ev. 30s (bl. 1.5s, si. 2.0s; bl. 1.5s, si. 25.0s)
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"588
A0534"," -Totland Bay, on pier.","50°41'00.87""N 
1°32'44.95""W",1,"2 F.G. (vert.)
","20
6",2,,,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"596
A0538.10", -Hurst Point.,"50°42'29.02""N 
1°33'01.52""W",1,"Fl.(4)W.R.
period 15s 
fl. 0.9s, ec. 1.1s 
fl. 0.9s, ec. 1.1s 
fl. 0.9s, ec. 1.1s 
fl. 0.9s, ec. 8.1s 
","76
23","W. 13 
R. 11","White round tower; 85.
","W. 080°-104°, W. 234°-244°, R.-250°, W.-053°.  Obscured beyond Isle of Wight.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"596
A0538.10",,"50°42'29.02""N 
1°33'01.52""W",2,"Dir.W.R.G.
period 4s 
","62
19","W. 21 
R. 18 
G. 17",,"Iso.G. 038°48`-040°48`, Iso.W.-041°48`, Iso.R.-043°48`.  Range W. 7M, R. 5M, G. 5M by day.  False flashes from W. sector may be seen in certain weather conditions S. of G. sector within 3M.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"600
A0542"," -Lymington Range, front.","50°45'12""N 
1°31'39.6""W",1,"F.R.
","39
12",8,"Metal column; 36.
","Visible 309°30`-329°30`.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"604
A0542.10"," --Rear, 363 meters 319^30' from front.","50°45'21.1""N 
1°31'51.6""W",1,"F.R.
","56
17",8,"Metal column; 56.
","Visible 309°30`-329°30`.  Several lights mark banks of river.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"606
A0541", -Jack in the Basket.,"50°44'17""N 
1°30'34.8""W",1,"Fl.R.
period 2s 
fl. 0.4s, ec. 1.6s 
","30
9",3,"Post, red square daymark; 39.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"607
A0544", -Lymington River Beacon No 1.,"50°44'25.06""N 
1°30'29.27""W",1,"Fl.G.
period 2s 
fl. 0.4s, ec. 1.6s 
","7
2",3,"STARBOARD (A) G, pile, topmark; 20.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"608
A0543"," --Cross Boom, Beacon No 2.","50°44'21.97""N 
1°30'35.42""W",1,"Fl.R.
period 2s 
fl. 0.4s, ec. 1.6s 
","13
4",3,"PORT (A) R, pile, topmark; 26.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"612
A0552"," -Obstruction, S. head.","50°45'24.64""N 
1°27'03.11""W",1,"Q.R.
",,,"Dolphin.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"616
A0553.2"," -Beaulieu Spit, E. head.","50°46'51.64""N 
1°21'45.28""W",1,"Fl.R.
period 5s 
",,3,"Red dolphin, white band.
",,,201935,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"624
A0555"," --Victoria pier, head.","50°42'27.55""N 
1°31'09.79""W",1,"2 F.G. (vert.)
",,4,"Column.
","2 meters apart.
",,201604,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"628
A0562"," ---Range, front.","50°42'22""N 
1°30'03.72""W",1,"F.G.
","16
5",2,"White metal post, white diamond daymark, black band.

",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"632
A0562.10"," ----Rear, 63 meters 187^57' from front.","50°42'20.09""N 
1°30'04.1""W",1,"F.G.
","30
9",2,"White mast, white diamond daymark, black band.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"636
A0558"," ---Pier, head.","50°42'31.09""N 
1°29'58.7""W",1,"2 F.R. (vert.)
",,2,"Green metal column.
","2 meters apart.  Street lights along pier.  3 high intensity F.W. (occasional) shown.
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"640
A0560"," ---Jetty, head.","50°42'25.79""N 
1°30'01.4""W",1,"2 F.R.
","13
4",2,"White wooden mast.
","Second F.R. shown when harbor is full.  F.Y. shown in fog.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,NEEDLES CHANNEL:,,,,"641
A0560.50", ---Dolphin.,"50°42'25""N 
1°30'04.5""W",1,"Q.G.
",,3,"Dolphin.
","Visible 175°-060°.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"664
A0577", -Outfall.,"50°48'16.78""N 
1°18'49.75""W",1,"Iso.R.
period 10s 
","21
6",5,"Metal mast, four-sided concrete platform.
","Radar Reflector. 
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"664
A0577",,"50°48'16.78""N 
1°18'49.75""W",2,"4 F.R.
","13
4",1,,"1 on each corner.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"666
A0580.6"," -Calshot, jetty, head.","50°49'15.01""N 
1°18'30""W",1,"2 F.R. (vert.)
",,,,,,201121,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"685
A590.110"," --Hamble Common, 351^42'.","50°51'00.53""N 
1°18'51.84""W",1,"Dir.W.R.G.
period 12s 
","16
5",4,"Gray metal pole.
","Oc.(2)G. 348°42`-350°42`, Oc.(2)W.-352°42`, Oc.(2)R.-354°42`.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"688
A0590.14", --No 1.,"50°50'21.13""N 
1°18'37.99""W",1,"Q.G.
","7
2",2,"Green beacon.
",,,201936,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"692
A0590.16", --No 2.,"50°50'24.03""N 
1°18'45.87""W",1,"Q.(3)W.
period 10s 
","7
2",2,"E. CARDINAL BYB, beacon, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"698
A0590.22"," --Sailing Club, 028^54'.","50°51'06.49""N 
1°18'20.3""W",1,"Dir.Iso.W.R.G.
period 6s 
","16
5",4,"Gray metal pole.
","G. 025°54`-027°54`, W.-029°54`, R.-031°54`.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"728
A0594", -BP Hamble Jetty.,"50°50'54.2""N 
1°19'32.2""W",1,"2 F.G. (vert.)
","16
5",2,"Gray post; 3.
","2 meters apart.  Three 2 F.G. (vert.) on posts mark dolphin.
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"732
A0596"," -Prohibited Anchorage, Dir. Lt. 032^49'.","50°51'21.9""N 
1°19'44.9""W",1,"F.Y.
",,,,"Uses moire effect pattern to indicate center line.
",,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"740
A0586"," -Fawley Marine Terminal, SE. head.","50°50'02.71""N 
1°19'22.55""W",1,"2 F.R. (vert.)
","30
9",10,,"2 meters apart.  Seven 2 F.R. (vert.) on piles mark oil spill containment boom.  F.R. on chimneys 1.5 miles WSW.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"740.5
A0587"," --Esso Marine Terminal, Range, front.","50°50'20.42""N 
1°19'52.21""W",1,"F.G.
",,,,"Visible 305°-335°.  Indicates centerline of dredged channel.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"740.7
A0587.10"," ---Rear, 450 meters 320^ from front.","50°50'31.02""N 
1°20'06.1""W",1,"F.G. 
",,,,"Visible 305°-335°.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"741
A0588", --Off NW. head.,"50°50'39.34""N 
1°20'11.55""W",1,"2 F.R. (vert.)
",,,"Dolphin. 
",,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"744
A0581.90"," -Inshore Range, front.","50°51'19.8""N 
1°20'16.6""W",1,"Fl.W.
period 2s 
","16
5",3,"Metal tower, red and white triangular daymark point up.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"748
A0582"," --Common rear, about 981 meters 326^07' from Inshore, front, 327^25' from Offshore, front.","50°51'46.3""N 
1°20'44.9""W",1,"Q.Y.
","26
8",5,"Metal tower, red and white diamond daymark.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"752
A0582.10"," -Offshore Range, front.","50°51'19.21""N 
1°20'17.6""W",1,"Fl.W.
period 2s 
","16
5",3,"Metal tower, red and white ball daymark.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"756
A0599"," -Coastal Forces Base, Admiralty jetty, off head.","50°52'11.38""N 
1°23'11.01""W",1,"2 F.R. (vert.)
",,,"Dolphin. 
","2 F.R. (vert.) on dolphin 30 meters ENE.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON WATER:,,,,"760
A0601"," -Hythe, pier, head.","50°52'29.52""N 
1°23'36.12""W",1,"2 F.R. (vert.)
","39
12",5,"Mast; 30.
","2 meters apart.  Tide gauge.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:, -River Itchen:,,,"768
A0602"," --Queen Elizabeth II Terminal, S. head.","50°53'00.29""N 
1°23'43.3""W",1,"4 F.G. (vert.)
","53
16",3,"Framework tower; 52.
","2 meters apart.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:, -River Itchen:,,,"772
A0604"," --E. side, No 1.","50°53'09.4""N 
1°23'24.31""W",1,"Q.G.
",,,"STARBOARD (A) G, dolphin, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:, -River Itchen:,,,"776
A0605.50", ---No 3.,"50°53'28.73""N 
1°23'16.66""W",1,"Fl.G.
period 7s 
",,,"STARBOARD (A) G, dolphin, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:, -River Itchen:,,,"780
A0605"," --No 2, about 251 meters 099^ from N. head of Empress Dock.","50°53'17.64""N 
1°23'22.92""W",1,"Fl.G.
period 5s 
",,2,"STARBOARD (A) G, beacon, topmark.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:, -River Itchen:,,,"784
A0612"," --Empress Dock entrance, N. side.","50°53'19.3""N 
1°23'34.3""W",1,"2 F.G. (vert.)
","26
8",3,"Gray metal framework tower, yellow triangular daymark point up; 20.
","Visible 246°-000°.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"788
A0612.20", -RoRo Terminal S.,"50°53'25.62""N 
1°23'27.64""W",1,"2 F.R. (vert.)
",,,,"2 meters apart.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"792
A0612.40", --N.,"50°53'26.74""N 
1°23'27.15""W",1,"2 F.R. (vert.)
",,,,"2 meters apart.
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"800
A0614"," --Beacon No 4, E. side of river.","50°53'37.63""N 
1°23'10.14""W",1,"Q.G.
","13
4",2,"STARBOARD (A) G, beacon, topmark.
","Radar Reflector. 
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"804
A0618", --Bridge center.,"50°53'55.82""N 
1°23'04.77""W",1,"F.W.
",,,,"Visible up and down river to mark main channel.
",,201622,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"808
A0618.20", --W. pier.,"50°53'55.41""N 
1°23'08.1""W",1,"2 F.R. (vert.)
",,2,"Pile.
","2 meters apart on N. and S. sides of bridge.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"812
A0618.40", --E. pier.,"50°53'55.69""N 
1°23'01.5""W",1,"2 F.G. (vert.)
",,2,"Pile.
","2 meters apart on N. and S. sides of bridge.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"816
A0620.50", --Crosshouse beacon.,"50°54'02.75""N 
1°23'11.75""W",1,"Oc.R. 
period 5s 
","16
5",2,"PORT (A) R, pile, topmark.
","Marks power cable.
Private light. 
",,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"820
A0620.70", --Chapel beacon.,"50°54'09.1""N 
1°23'13.2""W",1,"Fl.G.
period 3s 
","16
5",3,"STARBOARD (A) G, beacon, topmark; 16.
","2 F.R. (vert.) on beacons A and C 80 meters W.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"828
A0621"," --Northam, oil jetty, head.","50°54'30""N 
1°22'36""W",1,"2 F.R. (vert.)
","13
4",,"Metal column.
","2 meters apart.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"832
A0621.20"," --Millstone Point, jetty, head.","50°54'37.89""N 
1°22'34.8""W",1,"2 F.R. (vert.)
","23
7",,,"2 meters apart.  2 F.R. (vert.) also mark N. end.  F.R. marks tower on head of jetty.
",,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"844
A0626"," --Town Quay Range, front.","50°53'33.3""N 
1°24'19.9""W",1,"F.W.
","40
12",3,"Radio mast; 115.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"844
A0626",,"50°53'33.3""N 
1°24'19.9""W",2,"2 F.G. (vert.)
",,,,,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"848
A0626.10"," ---Royal Pier, rear, 410 meters 329^ from front.","50°53'44.7""N 
1°24'30.7""W",1,"F.W.
","72
22",2,"Metal framework tower, white neon diamond daymark, red border; 75.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"854
A0628.60"," --Ferry Terminal, outer pontoon, head.","50°53'43.5""N 
1°24'23.51""W",1,"2 F.G. (vert.)
",,,,,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"864
A0630"," --Pumping station Range, front.","50°53'57.3""N 
1°24'42.8""W",1,"Fl.G.
period 1.5s 
","79
24",,"Red mast, yellow and black bands, black triangular daymark point up.
",,,201516,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"868
A0630.10"," ---Rear, 110 meters 068^ from front.","50°53'58.5""N 
1°24'37.2""W",1,"Fl.G.
period 1.5s 
","82
25",,"Red mast, yellow and black bands, black &ldquo;X&rdquo; daymark.
",,,201514,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"872
A0632"," --Marchwood Military Port, jetty, head.","50°53'42.68""N 
1°25'17.16""W",1,"2 F.R. (vert.)
",,,,,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"873
A0632.20"," ---Jetty, head.","50°53'40.3""N 
1°25'08.6""W",1,"2 F.R. (vert.)
",,,,,,201513,
PUB 114,Lighted Aids,ENGLAND-SOUTH COAST,SOUTHAMPTON:,,,,"874
A0632.30"," ---Jetty, head.","50°53'34.74""N 
1°25'12.68""W",1,"2 F.R. (vert.)
",,,,,,201513,
